"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"2268","LOC105669550","gene4258","uncharacterized LOC105669550",979
"9056","LOC105676337","gene10361","uncharacterized LOC105676337",3415
"9242","LOC105676523","gene10365","protein FAM210A",1118
"6113","LOC105673395","gene7769","transmembrane protein 184C",2550
"10157","LOC105677438","gene11411","myeloid differentiation primary response protein MyD88-like",2024
"10291","LOC105677572","gene11415","UDP-N-acetylglucosamine transferase subunit ALG13 homolog",1355
"10725","LOC105678006","gene11944","probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2",1249
"8686","LOC105675967","gene10092","probable glucosamine 6-phosphate N-acetyltransferase",868
"8716","LOC105675997","gene10090","protein KRTCAP2 homolog",578
"6091","LOC105673373","gene7699","death-associated protein kinase 1-like",3867.5
"6138","LOC105673420","gene7691","TATA-box-binding protein",1085
"8471","LOC105675752","gene9840","protein Spindly",1731
"8470","LOC105675751","gene9841","E3 ubiquitin-protein ligase RNF8-A-like",1827
"8473","LOC105675754","gene9842","uncharacterized LOC105675754",1243
"8067","LOC105675348","gene9598","suppressor of cytokine signaling 5",2114.5
"8068","LOC105675349","gene9596","ubiquinone biosynthesis protein COQ9, mitochondrial",1439
"3263","LOC105670545","gene5127","cytoplasmic phosphatidylinositol transfer protein 1",1920
"9571","LOC105676852","gene10893","ZZ-type zinc finger-containing protein 3",1500
"3275","LOC105670557","gene5124","GTP-binding protein 128up",1715
"3266","LOC105670548","gene5128","uncharacterized LOC105670548",1050
"6872","LOC105674154","gene8424","THAP domain-containing protein 5-like",658
"6881","LOC105674163","gene8427","60S ribosomal protein L35",521
"8711","LOC105675992","gene10114","ribosome biogenesis protein TSR3 homolog",1077
"8075","LOC105675356","gene9600","ATP synthase mitochondrial F1 complex assembly factor 2",1039.5
"11076","LOC105678357","gene12136","protein spaetzle",1174
"11075","LOC105678356","gene12135","uncharacterized LOC105678356",951
"10938","LOC105678219","gene12134","uncharacterized LOC105678219",1166.5
"11006","LOC105678287","gene12132","NADH dehydrogenase [ubiquinone] 1 subunit C2",668
"10970","LOC105678251","gene12139","ubiquitin-like-conjugating enzyme ATG3",2248
"8694","LOC105675975","gene10118","39S ribosomal protein L1, mitochondrial",1231
"147","LOC105667429","gene2318","F-box only protein 21-like",2123
"99","LOC105667381","gene2313","transmembrane protein 70 homolog, mitochondrial",832
"139","LOC105667421","gene2316","lanC-like protein 2",1953.8
"2489","LOC105669771","gene4414","integrator complex subunit 5",4189
"1326","LOC105668608","gene3377","peptidyl-tRNA hydrolase 2, mitochondrial",706.333333333333
"1327","LOC105668609","gene3371","40S ribosomal protein S27",424
"12074","LOC105679355","gene1468","uncharacterized LOC105679355",2350.5
"12058","LOC105679339","gene1463","rRNA-processing protein FCF1 homolog",1023
"12098","LOC105679379","gene1460","metalloendopeptidase OMA1, mitochondrial-like",2085.33333333333
"12118","LOC105679399","gene1466","uncharacterized protein C1orf198 homolog",1952
"12116","LOC105679397","gene1465","uncharacterized LOC105679397",2622
"1099","LOC105668381","gene3190","cytochrome b5-like",896
"1098","LOC105668380","gene3191","torsin-1A-like",2826
"1225","LOC105668507","gene3197","nucleoside diphosphate kinase 6",695
"1224","LOC105668506","gene3198","uncharacterized LOC105668506",1997.5
"2012","LOC105669294","gene3990","uncharacterized LOC105669294",722
"5813","LOC105673095","gene7509","uncharacterized LOC105673095",2262.5
"5812","LOC105673094","gene7508","zinc finger matrin-type protein 2",1184
"4298","LOC105671580","gene6111","synaptic vesicle 2-related protein-like",1473
"4435","LOC105671717","gene6117","28S ribosomal protein S18a, mitochondrial",599.5
"4434","LOC105671716","gene6116","oxygen-dependent coproporphyrinogen-III oxidase",1572.75
"7923","LOC105675204","gene9294","nascent polypeptide-associated complex subunit alpha",1012.5
"1200","LOC105668482","gene3176","espin",4158
"6818","LOC105674100","gene8352","UPF0184 protein C9orf16 homolog",1177
"882","LOC105668164","gene2967","sugar transporter SWEET1",1129
"880","LOC105668162","gene2968","leucine-rich repeat flightless-interacting protein 2",2427.66666666667
"7899","LOC105675180","gene9296","tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4",1396
"6405","LOC105673687","gene7999","ribonuclease P protein subunit p29",961
"6431","LOC105673713","gene7994","FAD synthase-like",2167.75
"6420","LOC105673702","gene7990","probable tRNA N6-adenosine threonylcarbamoyltransferase",1125
"6433","LOC105673715","gene7993","uncharacterized LOC105673715",1285
"1775","LOC105669057","gene3775","ER membrane protein complex subunit 6",812
"10525","LOC105677806","gene11774","putative lysozyme-like protein",1627
"10577","LOC105677858","gene11776","uncharacterized LOC105677858",1744
"10574","LOC105677855","gene11778","putative uncharacterized protein DDB_G0286901",2301.5
"10524","LOC105677805","gene11779","nucleoporin NUP116/NSP116-like",840.5
"7896","LOC105675177","gene9298","rho guanine nucleotide exchange factor 3-like",2373.33333333333
"9103","LOC105676384","gene10427","F-box only protein 33",5498
"9104","LOC105676385","gene10425","uncharacterized LOC105676385",2476
"8943","LOC105676224","gene10422","uncharacterized LOC105676224",3066
"9140","LOC105676421","gene10429","uncharacterized LOC105676421",1458
"11068","LOC105678349","gene1264","vacuole membrane protein 1-like",1997.5
"11090","LOC105678371","gene1265","cyclin-dependent kinase 9",1642
"10946","LOC105678227","gene1260","cytochrome c oxidase assembly protein COX15 homolog",1421
"11189","LOC105678470","gene1268","uncharacterized LOC105678470",1296
"11198","LOC105678479","gene1269","MIT domain-containing protein 1-like",1015.33333333333
"5596","LOC105672878","gene7278","THAP domain-containing protein 1-like",1565
"4988","LOC105672270","gene6582","uncharacterized LOC105672270",5376.5
"1597","LOC105668879","gene383","checkpoint protein HUS1-like",1183
"1603","LOC105668885","gene382","",254.333333333333
"1520","LOC105668802","gene387","cAMP-dependent protein kinase type I regulatory subunit",3193
"9588","LOC105676869","gene1128","uncharacterized LOC105676869",1965
"9400","LOC105676681","gene1126","WD repeat-containing protein 74",1148
"9427","LOC105676708","gene1124","asparagine synthetase [glutamine-hydrolyzing]",2123.5
"9465","LOC105676746","gene1122","probable oligoribonuclease",1095
"7554","LOC105674835","gene9109","E3 ubiquitin-protein ligase RNF34",1905.2
"8008","LOC105675289","gene9450","mitochondrial ribonuclease P protein 3",1820
"12256","LOC105679537","gene18","phosphatidylinositol N-acetylglucosaminyltransferase subunit Q",1722
"4476","LOC105671758","gene658","peroxisomal membrane protein PEX16",1305
"4423","LOC105671705","gene656","tropinone reductase 2-like",1213
"12386","LOC105679667","gene1690","PAXIP1-associated glutamate-rich protein 1",952
"12382","LOC105679663","gene1692","45 kDa calcium-binding protein",2196.5
"7275","LOC105674557","gene8793","28S ribosomal protein S18c, mitochondrial",711
"7668","LOC105674949","gene9158","uncharacterized LOC105674949",401
"4692","LOC105671974","gene6476","probable glutamate--tRNA ligase, mitochondrial",2081
"4747","LOC105672029","gene6478","39S ribosomal protein L42, mitochondrial",595
"2216","LOC105669498","gene4268","phosphatidate cytidylyltransferase, mitochondrial",1089
"10080","LOC105677361","gene11364","uncharacterized LOC105677361",448
"1927","LOC105669209","gene3910","heparan-alpha-glucosaminide N-acetyltransferase-like",2346
"182","LOC105667464","gene2345","transmembrane protein 242",988
"12805","LOC105680086","gene2104","dentin sialophosphoprotein",6615
"6967","LOC105674249","gene8504","uncharacterized LOC105674249",5141
"2273","LOC105669555","gene4266","E3 ubiquitin-protein ligase RNF13-like",2865.33333333333
"1962","LOC105669244","gene3917","COMM domain-containing protein 3-like",1439
"7825","LOC105675106","gene9358","mitochondrial import inner membrane translocase subunit Tim10",520
"1954","LOC105669236","gene3919","probable DNA-directed RNA polymerase III subunit RPC6",1263
"1543","LOC105668825","gene3432","protein prune homolog",1318
"1544","LOC105668826","gene3431","methionine aminopeptidase 1D, mitochondrial",1158
"11192","LOC105678473","gene12301","protein YIPF7",1452
"11116","LOC105678397","gene12307","transcription elongation factor, mitochondrial-like",1569
"11280","LOC105678561","gene12308","cyclin-related protein FAM58A",1292
"1462","LOC105668744","gene3436","protein starmaker-like",1587.5
"1458","LOC105668740","gene3435","putative transferase CAF17 homolog, mitochondrial",1511
"1369","LOC105668651","gene3434","UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter-like",3409
"6702","LOC105673984","gene8225","guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1",659
"6701","LOC105673983","gene8224","zinc finger protein 830",1105
"6230","LOC105673512","gene7920","lymphocyte-specific helicase-like",2991
"3322","LOC105670604","gene5202","thioredoxin domain-containing protein 15",1084
"12581","LOC105679862","gene1909","protein TANC2-like",1727
"12572","LOC105679853","gene1905","uncharacterized LOC105679853",332
"12571","LOC105679852","gene1906","ER membrane protein complex subunit 4",775
"5177","LOC105672459","gene6947","histone RNA hairpin-binding protein",1076
"3749","LOC105671031","gene5574","rRNA-processing protein UTP23 homolog",1212
"3716","LOC105670998","gene5575","ribonucleoside-diphosphate reductase large subunit-like",2560
"3739","LOC105671021","gene5577","DNA primase large subunit-like",1724.5
"4139","LOC105671421","gene5918","nucleoside diphosphate kinase 7",2137.66666666667
"10226","LOC105677507","gene11439","uncharacterized LOC105677507",1499
"10225","LOC105677506","gene11437","uncharacterized LOC105677506",1411
"5130","LOC105672412","gene6905","uncharacterized LOC105672412",766
"5323","LOC105672605","gene6907","ATPase ASNA1 homolog",1376
"5322","LOC105672604","gene6908","2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",2546
"7134","LOC105674416","gene8620","SRR1-like protein",940
"7191","LOC105674473","gene8626","tRNA-dihydrouridine(20a/20b) synthase [NAD(P) ]-like",1361
"7192","LOC105674474","gene8628","GDP-fucose transporter 1",1375
"8502","LOC105675783","gene9865","enoyl-CoA delta isomerase 2, mitochondrial",1119
"8523","LOC105675804","gene9862","uncharacterized LOC105675804",596
"8522","LOC105675803","gene9861","40S ribosomal protein S10-like",732
"3205","LOC105670487","gene5103","alpha-ketoglutarate-dependent dioxygenase alkB homolog 6",850
"3206","LOC105670488","gene5102","THO complex subunit 7 homolog",2028
"7454","LOC105674735","gene8992","uncharacterized Golgi apparatus membrane protein-like protein CG5021",901.333333333333
"6889","LOC105674171","gene8443","aminopeptidase N-like",1675
"6630","LOC105673912","gene8146","inositol-tetrakisphosphate 1-kinase-like",2398
"9939","LOC105677220","gene11204","membrane magnesium transporter 1",458
"3641","LOC105670923","gene5500","geranylgeranyl transferase type-2 subunit beta",1108
"12873","LOC105680154","gene2157","ubiquitin thioesterase otubain-like",1180
"9900","LOC105677181","gene11206","protein VAC14 homolog",2377
"1250","LOC105668532","gene3326","checkpoint protein HUS1",1053.5
"1246","LOC105668528","gene3325","nuclear pore glycoprotein p62",1419
"209","LOC105667491","gene2376","uncharacterized LOC105667491",1099
"239","LOC105667521","gene2374","proteasome activator complex subunit 3",970
"238","LOC105667520","gene2373","caspase-2",2722
"1480","LOC105668762","gene3424","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5",1500
"1368","LOC105668650","gene3428","trypsin-3-like",2276
"4036","LOC105671318","gene5814","uncharacterized LOC105671318",1579
"12095","LOC105679376","gene1481","axonemal 84 kDa protein-like",5455
"11072","LOC105678353","gene12155","aminopeptidase N-like",3731
"10941","LOC105678222","gene12151","spindle pole body component 110-like",2002
"11070","LOC105678351","gene12153","partitioning defective 6 homolog beta",3490
"9938","LOC105677219","gene11203","proteasome subunit alpha type-7-1",1199
"558","LOC105667840","gene2599","protein NPC2 homolog",900
"441","LOC105667723","gene2598","serine/threonine/tyrosine-interacting protein-like",1133.5
"4509","LOC105671791","gene6289","39S ribosomal protein L47, mitochondrial",965
"4577","LOC105671859","gene6288","ATP-dependent DNA helicase Q5-like",3467
"6720","LOC105674002","gene8276","synaptic vesicle 2-related protein",1882.5
"4177","LOC105671459","gene5743","protein Mpv17",679
"4176","LOC105671458","gene5741","uncharacterized LOC105671458",691
"3919","LOC105671201","gene5740","arginase-1",1250.25
"4041","LOC105671323","gene5745","probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",2916
"4044","LOC105671326","gene5744","NAD-dependent protein deacetylase sirtuin-2",1693
"4219","LOC105671501","gene5749","post-GPI attachment to proteins factor 2-like",1130
"5864","LOC105673146","gene7520","putative uncharacterized protein DDB_G0289963",1027.66666666667
"5794","LOC105673076","gene7525","UPF0505 protein C16orf62 homolog",3393
"4354","LOC105671636","gene6134","solute carrier family 12 member 7",9441
"4374","LOC105671656","gene6139","probable serine/threonine-protein kinase DDB_G0272254",2369.5
"282","LOC105667564","gene2436","exosome complex component RRP40",2365
"5926","LOC105673208","gene7429","odorant receptor 45b-like",1322.28571428571
"5929","LOC105673211","gene7426","Bardet-Biedl syndrome 5 protein homolog",1369
"5753","LOC105673035","gene7422","protein lin-52 homolog",434
"6690","LOC105673972","gene8291","lys-63-specific deubiquitinase BRCC36-like",1027.75
"6706","LOC105673988","gene8298","protein SYS1 homolog",1129
"6705","LOC105673987","gene8299","uncharacterized LOC105673987",1137
"3060","LOC105670342","gene536","transport and Golgi organization 2 homolog",1360
"12455","LOC105679736","gene1844","DTW domain-containing protein 1",1136
"7024","LOC105674306","gene8727","cytosolic Fe-S cluster assembly factor NUBP1 homolog",1048
"10763","LOC105678044","gene1248","transmembrane protein 60",681
"7674","LOC105674955","gene9173","peroxiredoxin-6",828.5
"2292","LOC105669574","gene4192","mRNA export factor",1810
"10030","LOC105677311","gene11325","uncharacterized LOC105677311",1516
"7673","LOC105674954","gene9177","uncharacterized LOC105674954",1015.5
"7365","LOC105674646","gene8879","uncharacterized LOC105674646",1988
"1841","LOC105669123","gene415","uncharacterized LOC105669123",592
"9275","LOC105676556","gene1107","histone deacetylase complex subunit SAP18",834
